run_id,timestamp_utc,experiment,dbms,sf,query_id,iteration,success,elapsed_seconds,row_count,cache_before_ok,cache_before_error,cache_after_ok,cache_after_error,error
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,15,3,True,0.6581033250000701,0,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,16,3,True,0.31494534700004806,18294,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,17,3,True,0.8586224279999897,1,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,18,3,True,2.864259326000024,9,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,19,3,True,0.05636067599994021,1,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,20,3,True,0.6690692280000121,162,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,21,3,True,1.2523467299999993,377,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,22,3,True,0.08446022900000116,3,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,1,4,True,2.5687814829999525,4,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,2,4,True,0.33260034800002813,446,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,3,4,True,0.45582191799996963,11694,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,4,4,True,0.22303157400006057,5,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,5,4,True,0.4378184570000485,5,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,6,4,True,0.4941339759999437,1,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,7,4,True,0.5097889290000239,4,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,8,4,True,0.5764837889998944,2,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,9,4,True,1.72660841600009,175,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,10,4,True,0.7119830540000294,38263,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,11,4,True,0.1448500870000089,979,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,12,4,True,0.6086579959999199,2,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,13,4,True,0.594201048000059,41,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,14,4,True,0.205612260999942,1,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,15,4,True,0.6817923779999546,0,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,16,4,True,0.3097562970000354,18294,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,17,4,True,0.8595384479999666,1,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,18,4,True,2.8337951239999484,9,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,19,4,True,0.05632385299998077,1,True,,True,,
b90a0fca-21f6-4a08-beed-18b197a35c1e,2026-06-13T21:54:43.858880+00:00,sequential_latency,postgres,1.0,20,4,True,0.6663835390000941,162,True,,True,,
