dbms,sf,query_id,threads,repetitions,mean_wall_s,median_wall_s,p95_wall_s,p99_wall_s,mean_throughput_qps,median_throughput_qps,total_success,total_errors,cache_before_failures,cache_after_failures,wall_speedup,throughput_speedup,efficiency,executions,mean_latency_s,median_latency_s,p95_latency_s,p99_latency_s,std_latency_s,min_latency_s,max_latency_s,mean_rows
mysql,10.0,20,16,20,17.020869017744552,17.012243984499946,17.19138055309013,17.249871598631724,0.940060184134941,0.9404991721254541,320,0,0,0,0.8017137950111471,12.824713363251368,0.8015445852032105,320,16.939313948737798,16.928667460015276,17.147498124305276,17.199135058525133,0.11044905043387356,16.754442170029506,17.215503485000227,162.0
mysql,10.0,21,1,20,29.261744141340024,29.276411282480694,29.486621256021316,29.513595252770465,0.034174895423879775,0.0341571954517953,20,0,0,0,1.0,1.0,1.0,20,29.249602334189696,29.264491095003905,29.47457593198924,29.500995796796055,0.1237219911127325,29.021323662018403,29.507600762997757,377.0
mysql,10.0,21,4,20,36.61015187405574,36.61883553402731,36.84352445983386,36.88090113519516,0.10926061586585398,0.10923340489043976,80,0,0,0,0.7992795070068185,3.197101688554339,0.7992754221385847,80,36.58750461318632,36.595090004004305,36.822924125552525,36.869233287820826,0.1271415367159041,36.38667912699748,36.87110865698196,377.0
mysql,10.0,21,8,20,39.84014163264946,39.78697083849693,40.3402044120885,40.99562195361941,0.2008182635693784,0.20107084900680988,160,0,0,0,0.7344789185528318,5.876192482188438,0.7345240602735548,160,39.70796770754678,39.734480210987385,40.244775989837954,40.26703345234855,0.26774080777521997,38.92483103799168,41.108202787989285,377.0
mysql,10.0,21,16,20,55.32126292945177,55.365361904521706,55.81542233945802,55.91428735747002,0.28922974535040524,0.28898939243798244,320,0,0,0,0.5289420846855205,8.46322254283492,0.5289514089271825,320,55.22305866892621,55.271846388990525,55.76519319675281,55.86675493498624,0.3259132295714967,54.29243673296878,55.893752495001536,377.0
mysql,10.0,22,1,20,0.20890721405157814,0.11287724549765696,0.8609349398873747,0.8719194151833654,7.547681924436185,8.85918207593409,20,0,0,0,1.0,1.0,1.0,20,0.19713806674990336,0.1011704294942319,0.8492295003437903,0.8599543216533493,0.23553708962052197,0.1002285170252434,0.8626355269807391,3.0
mysql,10.0,22,4,20,0.21293650484876703,0.21211205748841166,0.21609694894868872,0.21865813217591484,18.786582397247646,18.857956844346226,80,0,0,0,0.9810775010135036,2.4890532729558568,0.6222633182389642,80,0.19135292147693686,0.19125430300482543,0.1937040160235483,0.1958004762476775,0.0017896701064065296,0.1862023680005222,0.2000567789655178,3.0
mysql,10.0,22,8,20,0.4297540030936943,0.42590360197937116,0.4451281878660666,0.45241539997106883,18.62262543379901,18.78361551444417,160,0,0,0,0.48610882632321284,2.4673304493008463,0.3084163061626058,160,0.357231497581597,0.370563170989044,0.3925368380878352,0.413460437899339,0.03892292018717451,0.1946541509823873,0.418188827985432,3.0
mysql,10.0,22,16,20,0.8440342931571649,0.8405615990341175,0.8585399994510226,0.8599367182678543,18.958121702213255,19.034892946480156,320,0,0,0,0.24751033902917283,2.5117806886952825,0.15698629304345516,320,0.6982436157340999,0.7180499199603219,0.7629190476989607,0.7819160284666578,0.0691434408355319,0.2738540889695287,0.798715170007199,3.0
oracle,10.0,1,1,20,2.045285051094834,2.0363909704901744,2.1244000938604586,2.1491349307703786,0.48906542983461615,0.4910648371062592,20,0,0,0,1.0,1.0,1.0,20,1.8998953393544071,1.888162560993806,1.9764356551750097,2.000838664622279,0.034471081795124515,1.873057144053746,2.006939416984096,4.0
